Rk,X,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y.A,TD.1,Tgt,Rec,Yds.2,Y.R,TD.2,FantPt,DKPt,FDPt,VBD,PosRank,OvRank,namecode
513,Cameron Morrah\MorrCa00,SEA,TE,22,3,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,,1.3,0.8,,98,,MorrCa00
514,Matthew Mulligan\MullMa00,NYJ,TE,24,5,1,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,,1.2,0.7,,100,,MullMa00
515,Oren O'Neal\ONeaOr00,OAK,RB,26,4,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,,,,,159,,ONeaOr00
516,Buck Ortega\OrteBu00,NOR,,28,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,104,,OrteBu00
517,Montell Owens\OwenMo01,JAX,RB,25,16,0,0,0,0,0,0,2,1,0.50,0,1,0,0,,0,,0.1,0.1,,153,,OwenMo01
518,Curtis Painter\PainCu00,IND,QB,24,2,0,8,28,83,0,2,3,4,1.33,0,0,0,0,,0,,0.7,-0.3,,80,,PainCu00
519,Cedric Peerman\PeerCe00,DET,,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,160,,PeerCe00
520,Chris Pressley\PresCh00,TAM,RB,23,7,3,0,0,0,0,0,1,0,0.00,0,1,1,2,2.00,0,,1.2,0.7,,152,,PresCh00
521,Maurice Purify\PuriMa00,CIN,,23,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,185,,PuriMa00
522,Richard Quinn\QuinRi00,DEN,,23,15,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,114,,QuinRi00
523,Isaac Redman\RedmIs20,PIT,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,161,,RedmIs20
524,Jeff Robinson\RobiJe00,SEA,,39,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,116,,RobiJe00
525,Jerome Simpson\SimpJe00,CIN,,23,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,175,,SimpJe00
526,Justin Snow\SnowJu00,IND,,33,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,109,,SnowJu00
527,Jim Sorgi\SorgJi00,IND,,29,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,74,,SorgJi00
528,Micheal Spurlock\SpurMi00,2TM,WR,26,6,0,0,1,0,0,0,1,3,3.00,0,0,0,0,,0,,5.8,5.3,,158,,SpurMi00
529,Derek Stanley\StanDe00,STL,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,168,,StanDe00
530,Craig Stevens\StevCr00,TEN,,25,12,2,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,115,,StevCr00
531,Brad St. Louis\StLoBr00,CIN,,33,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,111,,StLoBr00
532,Frank Summers\SummFr00,PIT,,24,2,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,163,,SummFr00
533,Brett Swain\SwaiBr00,GNB,,24,6,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,166,,SwaiBr00
534,Patrick Turner\TurnPa00,MIA,,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,162,,TurnPa00
535,David Tyree\TyreDa00,BAL,,29,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,164,,TyreDa00
536,Tiquan Underwood\UndeTi00,JAX,,22,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,159,,UndeTi00
537,Javon Walker\WalkJa00,OAK,,31,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,-0.5,-1.0,,163,,WalkJa00
538,Chauncey Washington\WashCh00,DAL,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,156,,WashCh00
539,Matt Willis\WillMa00,DEN,,25,1,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,169,,WillMa00
540,George Wilson\WilsGe01,BUF,,28,16,12,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,161,,WilsGe01
541,Joe Zelenka\ZeleJo00,ATL,,33,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,108,,ZeleJo00
542,Keith Zinger\ZingKe20,ATL,,25,15,2,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,101,,ZingKe20
543,Jordan Norwood\NorwJo00,PHI,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,177,,NorwJo00
544,Chris Simms\SimmCh00,DEN,QB,29,3,1,5,17,23,0,1,3,-4,-1.33,0,0,0,0,,0,-1,-1.0,-1.5,,81,,SimmCh00
545,Caleb Hanie\HaniCa00,CHI,QB,24,2,0,3,7,11,0,1,0,0,,0,0,0,0,,0,-2,-0.6,-0.6,,82,,HaniCa00
