Rk,X,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y.A,TD.1,Tgt,Rec,Yds.2,Y.R,TD.2,FantPt,DKPt,FDPt,VBD,PosRank,OvRank,namecode
166,Koren Robinson\RobiKo00,SEA,WR,21,16,13,0,0,0,0,0,4,13,3.25,0,78,39,536,13.74,1,61,101.9,78.4,,63,,RobiKo00
167,Elvis Joseph\JoseEl00,JAX,RB,23,14,3,0,0,0,0,0,68,294,4.32,0,24,18,183,10.17,2,60,88.7,72.7,,53,,JoseEl00
168,Eddie Kennison\KennEd00,2TM,WR,28,13,7,0,0,0,0,0,5,22,4.40,0,50,31,491,15.84,1,59,92.8,73.8,,64,,KennEd00
169,Quincy Morgan\MorgQu00,CLE,WR,24,16,9,0,0,0,0,0,2,27,13.50,0,72,30,432,14.40,2,58,89.4,69.9,,65,,MorgQu00
170,Ki-Jana Carter\CartKi00,WAS,RB,28,14,0,0,0,0,0,0,63,308,4.89,3,21,13,83,6.38,0,57,72.6,62.6,,54,,CartKi00
171,Mike McMahon\McMaMi00,DET,QB,22,8,3,53,115,671,3,1,27,145,5.37,1,0,0,0,,0,57,61.8,53.3,,36,,McMaMi00
172,Snoop Minnis\MinnMa00,KAN,WR,24,13,11,0,0,0,0,0,0,0,,0,67,33,511,15.48,1,57,93.1,73.6,,66,,MinnMa00
173,Dwayne Carswell*\CarsDw00,DEN,TE,29,16,16,0,0,0,0,0,0,0,,0,56,34,299,8.79,4,56,92.9,72.9,,16,,CarsDw00
174,Eric Johnson\JohnEr00,SFO,TE,22,16,14,0,0,0,0,0,0,0,,0,64,40,362,9.05,3,56,98.7,75.2,,15,,JohnEr00
175,Isaac Byrd\ByrdIs00,CAR,WR,27,15,5,0,0,0,0,0,1,-2,-2.00,0,71,37,492,13.30,1,55,95.0,73.5,,67,,ByrdIs00
176,Kevin Faulk\FaulKe00,NWE,RB,25,15,1,1,1,23,0,0,41,169,4.12,1,36,30,189,6.30,2,55,89.7,67.7,,55,,FaulKe00
177,Dave Moore\MoorDa00,TAM,TE,32,16,16,0,0,0,0,0,0,0,,0,53,35,285,8.14,4,53,90.5,70.0,,17,,MoorDa00
178,Bobby Shaw\ShawBo00,PIT,WR,26,16,0,0,0,0,0,0,0,0,,0,44,24,409,17.04,2,53,79.4,63.9,,68,,ShawBo00
179,Shawn Bryson\BrysSh00,BUF,RB,25,15,3,0,0,0,0,0,80,341,4.26,2,11,9,59,6.56,0,52,64.0,56.5,,56,,BrysSh00
180,Zack Crockett\CrocZa00,OAK,RB,29,16,0,0,0,0,0,0,57,145,2.54,6,3,2,10,5.00,0,52,56.0,51.5,,57,,CrocZa00
181,Kyle Brady\BradKy00,JAX,TE,29,16,16,0,0,0,0,0,0,0,,0,63,36,386,10.72,2,51,89.6,68.6,,19,,BradKy00
182,Alge Crumpler\CrumAl00,ATL,TE,24,16,12,0,0,0,0,0,0,0,,0,41,25,330,13.20,3,51,78.5,62.5,,18,,CrumAl00
183,Moe Williams\WillMo00,BAL,RB,27,15,2,0,0,0,0,0,65,291,4.48,0,35,23,210,9.13,0,50,78.6,60.6,,58,,WillMo00
184,Marc Edwards\EdwaMa00,NWE,RB,27,16,13,0,0,0,0,0,51,141,2.76,1,39,25,166,6.64,2,49,78.2,58.2,,59,,EdwaMa00
185,Ricky Watters\WattRi00,SEA,RB,32,5,4,0,0,0,0,0,72,318,4.42,1,22,11,107,9.73,0,49,65.0,53.0,,60,,WattRi00
186,Ken Dilger*\DilgKe00,IND,TE,30,16,16,1,1,39,1,0,0,0,,0,54,32,343,10.72,1,48,81.9,61.9,,20,,DilgKe00
187,Roland Williams\WillRo01,OAK,TE,26,16,15,0,0,0,0,0,0,0,,0,53,33,298,9.03,3,48,83.8,64.3,,21,,WillRo01
188,Richie Anderson\AndeRi00,NYJ,RB,30,16,15,0,0,0,0,0,26,102,3.92,0,57,40,252,6.30,2,47,92.9,66.4,,61,,AndeRi00
189,Brandon Stokley\StokBr00,BAL,WR,25,16,5,0,0,0,0,0,1,1,1.00,0,46,24,344,14.33,2,47,73.0,57.5,,69,,StokBr00
190,Jacquez Green\GreeJa00,TAM,WR,25,12,10,0,0,0,0,0,0,0,,0,59,36,402,11.17,1,46,85.2,64.2,,70,,GreeJa00
191,LaMont Jordan\JordLa00,NYJ,RB,23,16,0,0,1,0,0,0,39,292,7.49,1,10,7,44,6.29,1,46,55.6,49.1,,62,,JordLa00
192,Jerome Pathon\PathJe00,IND,WR,26,4,3,0,0,0,0,0,1,-8,-8.00,0,32,24,330,13.75,2,44,71.2,56.2,,71,,PathJe00
193,Randall Cunningham\CunnRa00,BAL,QB,38,6,2,54,89,573,3,2,14,40,2.86,1,0,0,0,,0,43,45.9,40.9,,37,,CunnRa00
194,Tai Streets\StreTa00,SFO,WR,24,16,3,0,0,0,0,0,0,0,,0,52,28,345,12.32,1,43,71.5,54.5,,73,,StreTa00
195,Dez White\WhitDe00,CHI,WR,22,14,6,0,0,0,0,0,0,0,,0,82,45,428,9.51,0,43,90.8,65.3,,72,,WhitDe00
196,Jamal Anderson\AndeJa00,ATL,RB,29,3,3,0,0,0,0,0,55,190,3.45,1,4,3,111,37.00,1,42,50.6,42.6,,65,,AndeJa00
197,Germane Crowell\CrowGe00,DET,WR,25,5,4,0,0,0,0,0,1,6,6.00,0,38,22,289,13.14,2,42,66.0,51.5,,74,,CrowGe00
198,Skip Hicks\HickSk00,TEN,RB,27,9,0,0,0,0,0,0,56,341,6.09,1,6,5,22,4.40,0,42,50.3,44.8,,63,,HickSk00
199,Deuce McAllister\McAlDe00,NOR,RB,23,16,4,1,2,12,1,0,16,91,5.69,1,20,15,166,11.07,1,42,59.7,48.7,,64,,McAlDe00
200,Obafemi Ayanbadejo\AyanOb00,BAL,RB,26,16,5,0,0,0,0,0,46,173,3.76,1,33,24,121,5.04,1,41,70.9,52.4,,66,,AyanOb00
201,Drew Bennett\BennDr00,TEN,WR,23,14,1,0,0,0,0,0,0,0,,0,46,24,329,13.71,1,41,67.9,52.9,,75,,BennDr00
202,Tim Biakabutuka\BiakTi00,CAR,RB,27,5,4,0,0,0,0,0,53,230,4.34,1,17,12,121,10.08,0,41,57.6,44.1,,67,,BiakTi00
203,Terry Jackson\JackTe00,SFO,RB,25,16,1,0,0,0,0,0,22,138,6.27,1,14,12,91,7.58,2,41,55.4,45.9,,68,,JackTe00
204,Michael Wiley\WileMi00,DAL,RB,23,16,0,0,0,0,0,0,34,247,7.26,0,27,16,99,6.19,1,41,59.1,47.6,,69,,WileMi00
205,Bobby Engram\EngrBo00,SEA,WR,28,16,4,0,0,0,0,0,0,0,,0,51,29,400,13.79,0,40,72.0,54.5,,76,,EngrBo00
206,Doug Chapman\ChapDo00,MIN,RB,24,16,3,0,0,0,0,0,63,195,3.10,0,19,16,135,8.44,1,39,60.5,46.0,,70,,ChapDo00
207,Ron Dugans\DugaRo00,CIN,WR,24,16,3,0,0,0,0,0,0,0,,0,45,28,251,8.96,2,39,70.1,53.1,,77,,DugaRo00
208,Chad Johnson\JohnCh01,CIN,WR,23,12,3,0,0,0,0,0,0,0,,0,60,28,329,11.75,1,39,69.9,52.9,,79,,JohnCh01
209,Jake Reed\ReedJa00,MIN,WR,34,16,0,0,0,0,0,0,0,0,,0,53,27,309,11.44,1,39,68.9,52.4,,80,,ReedJa00
210,Marcus Robinson\RobiMa00,CHI,WR,26,5,4,0,0,0,0,0,0,0,,0,42,23,269,11.70,2,39,64.9,50.4,,78,,RobiMa00
211,Brandon Bennett\BennBr00,CIN,RB,28,16,1,0,0,0,0,0,50,232,4.64,0,26,20,150,7.50,0,38,63.7,47.2,,72,,BennBr00
212,Cam Cleeland\CleeCa00,NOR,TE,26,9,7,0,0,0,0,0,0,0,,0,22,13,138,10.62,4,38,53.3,43.3,,23,,CleeCa00
213,Dorsey Levens\LeveDo00,GNB,RB,31,15,1,0,0,0,0,0,44,165,3.75,0,35,24,159,6.63,1,38,68.4,50.4,,71,,LeveDo00
214,Boo Williams\WillBo00,NOR,TE,22,11,4,0,0,0,0,0,0,0,,0,42,20,202,10.10,3,38,61.2,48.2,,22,,WillBo00
215,Troy Edwards\EdwaTr00,PIT,WR,24,16,0,0,0,0,0,0,5,28,5.60,1,35,19,283,14.89,0,37,64.6,51.6,,81,,EdwaTr00
216,Jermaine Wiggins\WiggJe00,NWE,TE,26,16,6,0,0,0,0,0,0,0,,0,21,14,133,9.50,4,37,54.3,44.3,,24,,WiggJe00
217,Anthony Wright\WrigAn00,DAL,QB,25,4,3,48,98,529,5,5,17,57,3.35,0,0,0,0,,0,37,42.9,37.9,,38,,WrigAn00
218,Shane Matthews\MattSh00,CHI,QB,31,4,3,84,129,694,5,6,4,5,1.25,0,0,0,0,,0,36,43.3,38.3,,39,,MattSh00
219,Kevin Lockett\LockKe00,WAS,WR,27,16,0,1,1,31,1,0,0,0,,0,41,22,293,13.32,0,35,59.0,44.5,,82,,LockKe00
220,Reggie Wayne\WaynRe00,IND,WR,23,13,9,0,0,0,0,0,0,0,,0,49,27,345,12.78,0,35,64.5,48.0,,83,,WaynRe00
221,JaJuan Dawson\DawsJa00,CLE,WR,24,14,0,0,0,0,0,0,0,0,,0,34,22,281,12.77,1,34,59.1,45.1,,84,,DawsJa00
222,Freddie Mitchell\MitcFr00,PHI,WR,23,15,1,0,1,0,0,0,2,-4,-2.00,0,43,21,283,13.48,1,34,57.9,44.4,,85,,MitcFr00
223,Jed Weaver\WeavJe00,MIA,TE,25,16,7,0,0,0,0,0,0,0,,0,25,18,215,11.94,2,34,54.0,41.5,,25,,WeavJe00
224,Greg Comella\ComeGr00,NYG,RB,26,16,13,0,0,0,0,0,4,15,3.75,0,55,39,253,6.49,1,33,73.8,50.3,,73,,ComeGr00
225,Donald Driver\DrivDo00,GNB,WR,26,13,2,0,0,0,0,0,3,38,12.67,1,19,13,167,12.85,1,33,48.5,39.0,,87,,DrivDo00
226,Brian Kozlowski\KozlBr00,ATL,TE,31,16,0,0,0,0,0,0,0,0,,0,22,15,270,18.00,1,33,51.0,40.5,,26,,KozlBr00
227,Larry Parker\ParkLa00,KAN,WR,25,12,4,0,0,0,0,0,3,6,2.00,0,39,15,199,13.27,2,33,50.5,40.0,,86,,ParkLa00
228,Albert Connell\ConnAl00,NOR,WR,27,11,1,0,0,0,0,0,1,6,6.00,0,28,12,191,15.92,2,32,46.7,37.7,,88,,ConnAl00
229,Zeron Flemister\FlemZe00,WAS,TE,25,16,1,0,0,0,0,0,0,0,,0,29,18,196,10.89,2,32,52.6,40.6,,28,,FlemZe00
230,Olandis Gary\GaryOl00,DEN,RB,26,9,1,0,0,0,0,0,57,228,4.00,1,5,4,29,7.25,0,32,38.7,33.7,,74,,GaryOl00
231,Erron Kinney\KinnEr00,TEN,TE,24,13,12,0,0,0,0,0,0,0,,0,42,25,263,10.52,1,32,60.3,44.8,,27,,KinnEr00
232,Jim Kleinsasser\KleiJi00,MIN,RB,24,11,11,0,0,0,0,0,23,72,3.13,1,28,24,184,7.67,0,32,57.6,41.6,,75,,KleiJi00
233,Tywan Mitchell\MitcTy00,ARI,WR,26,16,4,0,0,0,0,0,0,0,,0,40,25,196,7.84,2,32,59.6,44.1,,89,,MitcTy00
234,Ty Detmer\DetmTy00,DET,QB,34,4,4,92,151,906,3,10,9,26,2.89,0,0,0,0,,0,31,42.3,37.8,,41,,DetmTy00
235,Gus Frerotte\FrerGu00,DEN,QB,30,4,1,30,48,308,3,0,10,9,0.90,1,0,0,0,,0,31,33.2,29.2,,40,,FrerGu00
236,Mikhael Ricks\RickMi00,KAN,TE,27,16,0,0,0,0,0,0,0,0,,0,30,18,252,14.00,1,31,52.2,40.2,,29,,RickMi00
237,Chris Thomas\ThomCh00,KAN,WR,30,10,5,0,0,0,0,0,0,0,,0,38,19,247,13.00,1,31,52.7,40.2,,90,,ThomCh00
238,Danny Farmer\FarmDa00,CIN,WR,24,12,1,0,0,0,0,0,0,0,,0,23,15,228,15.20,1,29,46.3,35.3,,92,,FarmDa00
239,Terrell Fletcher\FletTe00,SDG,RB,28,13,0,0,0,0,0,0,29,107,3.69,0,29,23,184,8.00,0,29,57.6,39.6,,77,,FletTe00
240,Larry Foster\FostLa00,DET,WR,25,13,5,0,0,0,0,0,2,6,3.00,0,47,22,283,12.86,0,29,53.4,38.9,,91,,FostLa00
241,Aaron Stecker\StecAa00,TAM,RB,26,13,0,0,0,0,0,0,24,72,3.00,1,13,10,101,10.10,1,29,42.3,34.3,,76,,StecAa00
242,Patrick Hape\HapePa00,DEN,RB,27,15,8,0,0,0,0,0,2,0,0.00,0,19,15,96,6.40,3,28,42.6,35.1,,78,,HapePa00
243,Robert Wilson\WilsRo01,NOR,WR,27,15,1,0,0,0,0,0,0,0,,0,38,21,277,13.19,0,28,51.7,38.2,,93,,WilsRo01
244,Scotty Anderson\AndeSc00,DET,WR,22,9,4,0,0,0,0,0,0,0,,0,34,12,211,17.58,1,27,42.1,33.1,,95,,AndeSc00
245,Fred Baxter\BaxtFr00,CHI,TE,30,14,14,0,0,0,0,0,0,0,,0,44,22,148,6.73,2,27,51.8,37.8,,32,,BaxtFr00
246,Christian Fauria\FaurCh00,SEA,TE,30,16,11,0,0,0,0,0,0,0,,0,40,21,188,8.95,1,27,49.8,35.3,,31,,FaurCh00
247,Todd Heap\HeapTo00,BAL,TE,21,12,6,0,0,0,0,0,0,0,,0,23,16,206,12.88,1,27,45.1,33.6,,33,,HeapTo00
248,Cecil Martin\MartCe00,PHI,RB,26,16,15,0,0,0,0,0,9,27,3.00,0,34,24,124,5.17,2,27,54.1,39.1,,80,,MartCe00
249,Neil O'Donnell\ODonNe00,TEN,QB,35,5,1,42,76,496,2,2,6,28,4.67,0,0,0,0,,0,27,31.1,27.6,,42,,ODonNe00
250,Jon Ritchie\RitcJo00,OAK,RB,27,15,10,0,0,0,0,0,0,0,,0,27,19,154,8.11,2,27,49.4,36.9,,79,,RitcJo00
251,O.J. Santiago\SantO.00,CLE,TE,27,14,12,0,0,0,0,0,0,0,,0,27,17,153,9.00,2,27,47.3,35.8,,30,,SantO.00
252,James Williams\WillJa01,SEA,WR,23,6,2,0,0,0,0,0,0,0,,0,17,12,212,17.67,1,27,41.7,32.2,,94,,WillJa01
253,Terry Glenn\GlenTe00,NWE,WR,27,4,1,0,0,0,0,0,0,0,,0,24,14,204,14.57,1,26,43.4,33.4,,96,,GlenTe00
254,Jackie Harris\HarrJa00,DAL,TE,33,13,12,0,0,0,0,0,0,0,,0,25,15,141,9.40,2,26,44.1,33.6,,34,,HarrJa00
255,Brad Hoover\HoovBr00,CAR,RB,25,16,7,0,0,0,0,0,17,71,4.18,0,47,26,185,7.12,0,26,54.1,37.6,,81,,HoovBr00
256,Bert Emanuel\EmanBe00,2TM,WR,31,8,5,0,0,0,0,0,0,0,,0,45,21,246,11.71,0,25,48.6,35.1,,97,,EmanBe00
257,Walter Rasby\RasbWa00,WAS,TE,29,16,11,0,0,0,0,0,0,0,,0,27,10,128,12.80,2,25,37.8,29.8,,35,,RasbWa00
258,J.R. Redmond\RedmJ.00,NWE,RB,24,12,0,0,0,0,0,0,35,119,3.40,0,21,13,132,10.15,0,25,44.1,31.6,,82,,RedmJ.00
259,Nick Goings\GoinNi00,CAR,RB,23,13,2,0,0,0,0,0,66,197,2.98,0,9,8,39,4.88,0,24,34.1,26.6,,83,,GoinNi00
260,Dennis Northcutt\NortDe00,CLE,WR,24,11,7,0,0,0,0,0,3,26,8.67,0,35,18,211,11.72,0,24,43.2,29.7,,98,,NortDe00
261,Fred Beasley\BeasFr00,SFO,RB,27,15,12,0,0,0,0,0,23,73,3.17,1,28,16,99,6.19,0,23,38.7,30.2,,84,,BeasFr00
262,Darrin Chiaverini\ChiaDa00,DAL,WR,24,16,0,0,0,0,0,0,1,3,3.00,0,32,10,107,10.70,2,23,36.0,28.0,,102,,ChiaDa00
263,Sean Dawkins\DawkSe00,JAX,WR,30,16,3,0,0,0,0,0,0,0,,0,49,20,234,11.70,0,23,45.9,32.4,,99,,DawkSe00
264,T.J. Houshmandzadeh\HousTJ00,CIN,WR,24,12,1,0,0,0,0,0,0,0,,0,42,21,228,10.86,0,23,45.3,30.3,,103,,HousTJ00
265,Trevor Insley\InslTr00,IND,WR,24,11,0,0,0,0,0,0,0,0,,0,21,14,165,11.79,1,23,39.5,29.5,,104,,InslTr00
266,Jerry Porter\PortJe00,OAK,WR,23,15,1,0,0,0,0,0,2,13,6.50,0,37,19,220,11.58,0,23,45.3,32.8,,100,,PortJe00
267,Dedric Ward\WardDe00,MIA,WR,27,13,1,0,0,0,0,0,2,21,10.50,0,40,21,209,9.95,0,23,46.5,32.5,,101,,WardDe00
268,D'Wayne Bates\BateDW00,CHI,WR,26,11,1,0,0,0,0,0,0,0,,0,14,9,160,17.78,1,22,34.0,26.5,,105,,BateDW00
269,Drew Bledsoe\BledDr00,NWE,QB,29,2,2,40,66,400,2,2,5,18,3.60,0,0,0,0,,0,22,26.3,22.8,,43,,BledDr00
270,Trevor Gaylor\GaylTr00,SDG,WR,24,7,3,0,0,0,0,0,0,0,,0,34,14,217,15.50,0,22,38.7,28.7,,106,,GaylTr00
271,Mike Green\GreeMi00,TEN,RB,25,16,1,0,2,0,0,2,15,71,4.73,1,13,12,64,5.33,1,22,35.0,28.5,,85,,GreeMi00
272,Itula Mili\MiliIt00,SEA,TE,28,16,5,0,0,0,0,0,0,0,,0,12,8,98,12.25,2,22,29.8,25.8,,36,,MiliIt00
273,Dan Campbell\CampDa00,NYG,TE,25,16,12,0,0,0,0,0,0,0,,0,25,13,148,11.38,1,21,36.8,27.3,,38,,CampDa00
274,Kris Mangum\MangKr00,CAR,TE,28,16,10,0,0,0,0,0,0,0,,0,27,15,89,5.93,2,21,35.9,28.4,,37,,MangKr00
275,Tony McGee\McGeTo00,CIN,TE,30,11,9,0,0,0,0,0,0,0,,0,30,14,148,10.57,1,21,37.8,27.8,,39,,McGeTo00
276,Harold Morrow\MorrHa00,MIN,RB,28,16,2,0,0,0,0,0,12,67,5.58,0,18,13,142,10.92,0,21,36.4,26.4,,86,,MorrHa00
277,Jonathan Quinn\QuinJo00,JAX,QB,26,6,1,32,61,361,1,1,8,42,5.25,0,0,0,0,,0,21,22.6,17.6,,44,,QuinJo00
278,Dameane Douglas\DougDa00,PHI,WR,25,16,0,0,0,0,0,0,0,0,,0,8,5,77,15.40,2,20,24.7,22.2,,109,,DougDa00
279,Reggie Germany\GermRe00,BUF,WR,23,16,1,0,0,0,0,0,0,0,,0,21,12,203,16.92,0,20,35.3,26.3,,107,,GermRe00
280,Terry Hardy\HardTe00,ARI,TE,25,8,6,0,0,0,0,0,0,0,,0,22,11,79,7.18,2,20,30.4,24.4,,42,,HardTe00
281,William Henderson\HendWi00,GNB,RB,30,16,8,0,0,0,0,0,6,11,1.83,0,28,21,193,9.19,0,20,44.4,30.9,,87,,HendWi00
282,Damon Jones\JoneDa00,JAX,TE,27,7,4,0,0,0,0,0,0,0,,0,13,8,140,17.50,1,20,30.5,23.0,,41,,JoneDa00
283,David Martin\MartDa00,GNB,TE,22,14,1,0,0,0,0,0,0,0,,0,20,13,144,11.08,1,20,36.4,26.9,,40,,MartDa00
284,Steve Smith*+\SmitSt01,CAR,WR,22,15,1,0,0,0,0,0,4,43,10.75,0,20,10,154,15.40,0,20,46.7,34.7,,110,,SmitSt01
285,Mack Strong\StroMa00,SEA,RB,30,16,13,0,0,0,0,0,17,55,3.24,0,29,17,141,8.29,0,20,39.6,28.1,,88,,StroMa00
286,Kevin Swayne\SwayKe00,NYJ,WR,26,15,2,0,0,0,0,0,0,0,,0,36,13,203,15.62,0,20,36.3,26.8,,108,,SwayKe00
287,Rob Konrad\KonrRo00,MIA,RB,25,12,9,0,0,0,0,0,5,22,4.40,1,13,5,52,10.40,1,19,24.4,21.9,,89,,KonrRo00
288,Mike Sellers\SellMi00,CLE,TE,26,9,7,0,0,0,0,0,0,0,,0,13,7,73,10.43,2,19,26.3,22.8,,43,,SellMi00
289,Reidel Anthony\AnthRe00,TAM,WR,25,13,4,0,0,0,0,0,3,22,7.33,0,34,13,162,12.46,0,18,33.9,23.9,,111,,AnthRe00
290,Donnell Bennett\BennDo00,WAS,RB,29,16,14,0,0,0,0,0,10,39,3.90,0,25,15,112,7.47,0,17,34.6,23.6,,92,,BennDo00
291,Charles Johnson\JohnCh00,NWE,WR,29,14,2,0,0,0,0,0,0,0,,0,24,14,111,7.93,1,17,34.1,24.1,,112,,JohnCh00
292,Ryan Leaf\LeafRy00,DAL,QB,25,4,3,45,88,494,1,3,4,-7,-1.75,0,0,0,0,,0,17,21.1,16.1,,45,,LeafRy00
293,Joel Makovicka\MakoJo00,ARI,RB,26,16,14,0,0,0,0,0,1,19,19.00,0,28,16,95,5.94,1,17,32.9,24.4,,90,,MakoJo00
294,Lorenzo Neal\NealLo00,CIN,RB,31,16,10,0,0,0,0,0,5,10,2.00,0,27,19,101,5.32,1,17,39.1,26.6,,91,,NealLo00
295,Jeff Robinson\RobiJe00,STL,TE,31,16,6,0,0,0,0,0,0,0,,0,13,11,108,9.82,1,17,30.8,22.3,,44,,RobiJe00
296,Mike Lucky\LuckMi00,DAL,TE,26,16,5,0,0,0,0,0,0,0,,0,21,13,96,7.38,1,16,28.6,22.1,,46,,LuckMi00
297,Terrelle Smith\SmitTe00,NOR,RB,23,14,9,0,0,0,0,0,5,8,1.60,0,8,4,30,7.50,2,16,19.3,16.8,,93,,SmitTe00
298,Jerame Tuman\TumaJe00,PIT,TE,25,16,7,0,0,0,0,0,0,0,,0,19,7,96,13.71,1,16,22.6,19.1,,45,,TumaJe00
299,Drew Brees\BreeDr00,SDG,QB,22,1,0,15,27,221,1,0,2,18,9.00,0,0,0,0,,0,15,13.6,12.6,,48,,BreeDr00
300,Jeremy Brigham\BrigJe00,OAK,TE,26,14,3,0,0,0,0,0,0,0,,0,17,12,85,7.08,1,15,26.5,20.5,,47,,BrigJe00
301,Reuben Droughns\DrouRe00,DET,RB,23,9,3,0,0,0,0,0,30,72,2.40,0,5,4,21,5.25,1,15,19.3,17.3,,94,,DrouRe00
302,Andre King\KingAn00,CLE,WR,28,7,0,0,0,0,0,0,0,0,,0,17,11,149,13.55,0,15,28.4,19.4,,114,,KingAn00
303,Tommy Maddox\MaddTo00,PIT,QB,30,3,0,7,9,154,1,1,6,9,1.50,1,0,0,0,,0,15,15.6,15.1,,46,,MaddTo00
304,Ed McCaffrey\McCaEd00,DEN,WR,33,1,1,0,0,0,0,0,0,0,,0,7,6,94,15.67,1,15,21.4,18.4,,113,,McCaEd00
305,Rodney Thomas\ThomRo00,ATL,RB,28,12,0,0,0,0,0,0,37,126,3.41,0,3,2,26,13.00,0,15,20.2,16.2,,95,,ThomRo00
306,Spergon Wynn\WynnSp00,MIN,QB,23,3,2,48,98,418,1,6,8,61,7.63,0,0,0,0,,0,15,22.3,17.8,,47,,WynnSp00
307,R.J. Bowers\BoweRJ00,PIT,RB,27,3,0,0,0,0,0,0,18,84,4.67,1,1,1,0,0.00,0,14,15.4,14.9,,96,,BoweRJ00
308,Sam Gash\GashSa00,BAL,RB,32,16,4,0,0,0,0,0,2,-1,-0.50,0,14,9,80,8.89,1,14,22.9,18.4,,98,,GashSa00
309,Chris Hetherington\HethCh00,CAR,RB,29,16,1,0,0,0,0,0,5,12,2.40,0,35,23,124,5.39,0,14,39.6,25.1,,100,,HethCh00
310,Reggie Kelly\KellRe00,ATL,TE,24,14,13,0,0,0,0,0,0,0,,0,29,16,142,8.88,0,14,33.2,22.2,,48,,KellRe00
311,Travis Prentice\PrenTr00,MIN,RB,25,14,0,0,0,0,0,0,14,13,0.93,2,1,1,10,10.00,0,14,14.8,13.8,,97,,PrenTr00
312,Daimon Shelton\ShelDa00,CHI,RB,29,16,9,0,0,0,0,0,0,0,,0,18,12,76,6.33,1,14,24.6,17.6,,99,,ShelDa00
313,Marco Battaglia\BattMa00,2TM,TE,28,11,1,0,0,0,0,0,0,0,,0,24,14,127,9.07,0,13,29.2,18.7,,50,,BattMa00
314,Kent Graham\GrahKe00,WAS,QB,33,3,0,13,19,131,2,0,7,-7,-1.00,0,0,0,0,,0,13,11.5,10.5,,49,,GrahKe00
315,Patrick Jeffers\JeffPa00,CAR,WR,28,9,0,0,0,0,0,0,0,0,,0,33,14,127,9.07,0,13,29.7,19.7,,118,,JeffPa00
316,Bryan Johnson\JohnBr01,WAS,RB,23,16,1,0,0,0,0,0,0,0,,0,11,9,129,14.33,0,13,24.9,17.4,,102,,JohnBr01
317,Jeremy McDaniel\McDaJe00,BUF,WR,25,7,0,0,0,0,0,0,0,0,,0,14,11,129,11.73,0,13,26.9,18.4,,117,,McDaJe00
318,Frank Murphy\MurpFr00,TAM,WR,24,11,0,0,0,0,0,0,0,0,,0,17,8,71,8.88,1,13,20.1,15.1,,116,,MurpFr00
319,Jeff Ogden\OgdeJe00,MIA,WR,26,16,0,0,0,0,0,0,0,0,,0,8,6,73,12.17,1,13,17.8,13.3,,115,,OgdeJe00
320,Patrick Pass\PassPa00,NWE,RB,24,16,0,0,0,0,0,0,1,7,7.00,0,10,6,66,11.00,1,13,19.3,16.3,,101,,PassPa00
321,Marcellus Rivers\RiveMa00,NYG,TE,23,16,0,0,0,0,0,0,0,0,,0,5,3,11,3.67,2,13,16.1,14.6,,49,,RiveMa00
322,Justin Swift\SwifJu00,SFO,TE,26,16,2,0,0,0,0,0,0,0,,0,11,11,66,6.00,1,13,23.6,18.1,,51,,SwifJu00
323,Fred Taylor\TaylFr00,JAX,RB,25,2,2,0,0,0,0,0,30,116,3.87,0,3,2,13,6.50,0,13,17.4,12.9,,103,,TaylFr00
324,Rickey Dudley\DudlRi00,CLE,TE,29,4,4,0,0,0,0,0,0,0,,0,16,9,115,12.78,0,12,23.5,16.0,,53,,DudlRi00
325,A.J. Feeley\FeelA.00,PHI,QB,24,1,0,10,14,143,2,1,0,0,,0,0,0,0,,0,12,12.7,12.7,,50,,FeelA.00
326,Steve Heiden\HeidSt00,SDG,TE,25,16,10,0,0,0,0,0,0,0,,0,13,8,55,6.88,1,12,19.5,15.5,,52,,HeidSt00
327,Robert Holcombe\HolcRo00,STL,RB,26,16,0,0,0,0,0,0,13,42,3.23,1,1,1,14,14.00,0,12,12.1,11.1,,106,,HolcRo00
328,Patrick Johnson\JohnPa00,BAL,WR,25,4,0,0,0,0,0,0,0,0,,0,12,5,57,11.40,1,12,16.2,13.2,,119,,JohnPa00
329,Randy Jordan\JordRa00,OAK,RB,31,16,0,0,0,0,0,0,13,59,4.54,0,15,9,63,7.00,0,12,21.2,16.7,,104,,JordRa00
330,Robert Thomas\ThomRo02,DAL,RB,27,5,5,0,0,0,0,0,6,40,6.67,0,10,5,19,3.80,1,12,16.9,14.4,,105,,ThomRo02
331,Mike Cloud\ClouMi00,KAN,RB,26,15,0,0,0,0,0,0,7,54,7.71,1,0,0,0,,0,11,11.4,11.4,,108,,ClouMi00
332,Jason Dunn\DunnJa00,KAN,TE,28,15,6,0,0,0,0,0,0,0,,0,13,4,54,13.50,1,11,15.4,13.4,,54,,DunnJa00
333,Terry Kirby\KirbTe00,OAK,RB,31,11,0,0,0,0,0,0,10,49,4.90,0,9,9,62,6.89,0,11,25.6,20.6,,109,,KirbTe00
334,Sammy Morris\MorrSa00,BUF,RB,24,16,1,0,0,0,0,0,20,72,3.60,0,9,7,36,5.14,0,11,17.3,13.3,,110,,MorrSa00
335,Tony Stewart\StewTo00,PHI,TE,22,3,1,0,0,0,0,0,0,0,,0,8,5,52,10.40,1,11,16.2,13.7,,55,,StewTo00
