,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
173,Michael Bennett\BennMi00,MIN,RB,25,8,7,0,0,0,0,0,90,447,4.97,1,14,12,132,11.00,0,64,80.9,67.9,,49,
174,Troy Walters\WaltTr00,IND,WR,27,15,4,0,0,0,0,0,1,6,6.00,0,52,36,456,12.67,3,64,103.2,82.2,,71,
175,Ricky Proehl\ProeRi00,CAR,WR,35,16,2,0,0,0,0,0,0,0,,0,52,27,389,14.41,4,63,92.9,76.4,,72,
176,Anthony Becht\BechAn00,NYJ,TE,26,16,16,0,0,0,0,0,0,0,,0,58,40,356,8.90,4,62,104.1,80.6,,13,
177,Zack Crockett\CrocZa00,OAK,RB,31,16,7,0,0,0,0,0,48,145,3.02,7,12,7,53,7.57,0,62,71.3,64.3,,50,
178,Mike Anderson\AndeMi00,DEN,RB,30,12,5,0,0,0,0,0,70,257,3.67,3,15,12,53,4.42,2,61,75.0,65.0,,51,
179,Arlen Harris\HarrAr00,STL,RB,23,16,2,0,0,0,0,0,85,255,3.00,4,19,15,102,6.80,0,60,79.2,64.2,,52,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
180,Tony Fisher\FishTo00,GNB,RB,24,15,0,0,0,0,0,0,40,200,5.00,1,25,21,206,9.81,2,59,85.6,69.1,,53,
181,Nate Burleson\BurlNa00,MIN,WR,22,16,9,0,0,0,0,0,0,0,,0,57,29,455,15.69,2,58,89.0,71.0,,73,
182,Najeh Davenport\DaveNa00,GNB,RB,24,15,0,0,0,0,0,0,77,420,5.45,2,10,6,38,6.33,0,58,64.8,56.8,,54,
183,Tim Rattay\RattTi00,SFO,QB,26,11,3,73,118,856,7,2,8,0,0.00,0,0,0,0,,0,58,63.2,60.2,,40,
184,Olandis Gary\GaryOl00,DET,RB,28,13,1,0,0,0,0,0,113,384,3.40,2,22,13,69,5.31,0,57,72.8,62.8,,55,
185,Charles Lee\LeexCh00,TAM,WR,26,8,5,0,0,0,0,0,2,14,7.00,0,46,33,432,13.09,2,57,92.6,73.1,,74,
186,Tyrone Calico\CaliTy00,TEN,WR,23,14,2,0,0,0,0,0,1,5,5.00,0,43,18,297,16.50,4,56,77.2,65.2,,75,
187,Dante Hall*+\HallDa00,KAN,WR,25,16,2,0,0,0,0,0,16,73,4.56,0,60,40,423,10.58,1,56,121.1,96.6,,76,
188,Erron Kinney\KinnEr00,TEN,TE,26,16,16,0,0,0,0,0,0,0,,0,58,41,381,9.29,3,56,105.6,81.6,,14,
189,Desmond Clark\ClarDe00,CHI,TE,26,15,15,0,0,0,0,0,0,0,,0,71,44,433,9.84,2,55,101.3,75.3,,16,
190,Mikhael Ricks\RickMi00,DET,TE,29,16,6,0,0,0,0,0,0,0,,0,61,37,434,11.73,2,55,95.4,73.9,,15,
191,Ladell Betts\BettLa00,WAS,RB,24,9,1,0,0,0,0,0,77,255,3.31,2,23,15,167,11.13,0,54,75.2,61.7,,56,
192,Jabar Gaffney\GaffJa00,HOU,WR,23,16,11,0,1,0,0,0,1,13,13.00,0,57,34,402,11.82,2,54,90.5,70.5,,79,
193,James McKnight\McKnJa00,MIA,WR,31,15,1,0,0,0,0,0,2,75,37.50,1,43,23,285,12.39,2,54,79.5,64.5,,78,
194,Billy Miller\MillBi00,HOU,TE,26,16,6,0,0,0,0,0,0,0,,0,65,40,355,8.88,3,54,96.5,73.5,,17,
195,Kelley Washington\WashKe00,CIN,WR,24,16,3,0,0,0,0,0,1,5,5.00,0,47,22,299,13.59,4,54,79.4,65.4,,77,
196,Gus Frerotte\FrerGu00,MIN,QB,32,16,2,38,65,690,7,2,12,-2,-0.17,0,0,0,0,,0,53,57.4,53.4,,41,
197,LaMont Jordan\JordLa00,NYJ,RB,25,16,0,0,0,0,0,0,46,190,4.13,4,13,11,101,9.18,0,53,70.1,58.6,,57,
198,Stacey Mack\MackSt00,HOU,RB,28,8,5,0,1,0,0,1,93,253,2.72,4,12,9,55,6.11,0,53,64.8,56.3,,59,
199,Chester Taylor\TaylCh01,BAL,RB,24,16,1,0,0,0,0,0,63,276,4.38,2,27,20,132,6.60,0,53,77.3,59.8,,58,
200,Bubba Franks*\FranBu00,GNB,TE,25,16,15,0,0,0,0,0,0,0,,0,44,30,241,8.03,4,52,85.1,67.1,,18,
201,Bill Schroeder\SchrBi00,DET,WR,32,16,13,0,1,0,0,0,0,0,,0,80,36,397,11.03,2,52,90.7,69.7,,80,
202,Antonio Gates\GateAn00,SDG,TE,23,15,11,0,0,0,0,0,0,0,,0,42,24,389,16.21,2,51,77.4,61.9,,19,
203,Tim Hasselbeck\HassTi00,WAS,QB,25,7,5,95,177,1012,5,7,15,41,2.73,0,1,0,0,,0,51,59.1,54.6,,42,
204,LaBrandon Toefield\ToefLa00,JAX,RB,23,16,0,1,2,32,0,0,53,212,4.00,2,16,14,105,7.50,1,51,71.0,58.0,,60,
205,Cedrick Wilson\WilsCe00,SFO,WR,25,16,4,1,1,6,0,0,1,-4,-4.00,0,63,35,396,11.31,2,51,94.9,73.9,,81,
206,Aveion Cason\CasoAv00,DAL,RB,24,10,0,1,1,37,0,0,40,220,5.50,2,20,17,142,8.35,0,50,71.7,56.2,,62,
207,Bryant Johnson\JohnBr02,ARI,WR,22,15,8,0,0,0,0,0,0,0,,0,77,35,438,12.51,1,50,87.3,66.3,,83,
208,Antwaan Randle El\RandAn00,PIT,WR,24,16,1,3,4,6,0,0,15,75,5.00,0,56,37,364,9.84,1,50,99.6,75.6,,82,
209,Jerald Sowell\SoweJe00,NYJ,RB,29,16,16,0,0,0,0,0,1,2,2.00,0,60,47,436,9.28,1,50,99.8,73.3,,61,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
210,Jed Weaver\WeavJe00,SFO,TE,27,16,15,0,0,0,0,0,0,0,,0,53,35,437,12.49,1,50,87.2,66.2,,20,
211,Brian Finneran\FinnBr00,ATL,WR,27,12,10,0,0,0,0,0,0,0,,0,54,26,368,14.15,2,49,77.8,61.8,,85,
212,Ricky Williams\WillRi01,IND,WR,25,13,4,0,0,0,0,0,48,155,3.23,2,29,22,157,7.14,1,49,76.2,58.2,,84,
213,Emmitt Smith\SmitEm00,ARI,RB,34,10,5,0,0,0,0,0,90,256,2.84,2,19,14,107,7.64,0,48,67.3,53.3,,63,
214,Scotty Anderson\AndeSc00,DET,WR,24,9,0,0,0,0,0,0,0,0,,0,31,17,325,19.12,2,47,66.5,55.0,,86,
215,Derrick Blaylock\BlayDe00,KAN,RB,24,16,0,0,0,0,0,0,22,112,5.09,2,22,15,181,12.07,1,47,67.8,53.8,,64,
216,Justin Gage\GageJu00,CHI,WR,22,10,3,0,0,0,0,0,0,0,,0,35,17,338,19.88,2,46,65.3,53.3,,87,
217,Robert Holcombe\HolcRo00,TEN,RB,28,15,0,0,0,0,0,0,63,201,3.19,1,25,19,121,6.37,1,46,70.2,53.7,,66,
218,Chad Morton\MortCh00,WAS,RB,26,15,2,0,0,0,0,0,48,216,4.50,0,26,15,187,12.47,1,46,72.8,58.8,,65,
219,Eric Parker\ParkEr00,SDG,RB,24,8,4,0,0,0,0,0,3,21,7.00,0,31,18,244,13.56,3,45,65.0,52.5,,68,
220,Matt Schobel\SchoMa00,CIN,TE,25,15,1,0,0,0,0,0,0,0,,0,30,24,332,13.83,2,45,71.2,55.2,,21,
221,Mack Strong\StroMa00,SEA,RB,32,16,9,0,0,0,0,0,37,174,4.70,1,33,29,216,7.45,0,45,79.5,58.5,,67,
222,Tony Banks\BankTo00,HOU,QB,30,7,3,61,102,693,5,3,6,27,4.50,0,0,0,0,,0,44,49.9,46.4,,43,
223,Chris Chandler\ChanCh00,CHI,QB,38,8,6,107,192,1050,3,7,14,35,2.50,0,0,0,0,,0,44,51.5,46.5,,44,
224,Charles Rogers\RogeCh01,DET,WR,22,5,5,0,0,0,0,0,2,17,8.50,0,52,22,243,11.05,3,44,69.0,55.0,,88,
225,Mike Cloud\ClouMi00,NWE,RB,28,5,1,0,0,0,0,0,27,118,4.37,5,2,1,8,8.00,0,43,46.6,43.1,,69,
226,Jerry Porter\PortJe00,OAK,WR,25,10,1,0,0,0,0,0,1,10,10.00,0,57,28,361,12.89,1,43,73.6,56.1,,89,
227,David Terrell\TerrDa00,CHI,WR,24,16,7,0,0,0,0,0,1,4,4.00,0,84,43,361,8.40,1,43,88.0,63.0,,90,
228,Lamar Gordon\GordLa00,STL,RB,23,10,4,0,0,0,0,0,71,298,4.20,1,13,8,59,7.38,0,42,52.2,44.7,,70,
229,Brian Griese\GrieBr00,MIA,QB,28,5,5,74,130,813,5,6,5,15,3.00,0,0,0,0,,0,42,49.0,44.0,,46,
230,Dorsey Levens\LeveDo00,NYG,RB,33,11,0,0,0,0,0,0,68,197,2.90,3,7,5,39,7.80,0,42,49.6,44.1,,71,
231,Billy Volek\VoleBi00,TEN,QB,27,7,1,44,69,545,4,1,11,4,0.36,1,0,0,0,,0,42,45.7,42.2,,45,
232,Brandon Bennett\BennBr00,CIN,RB,30,16,0,0,0,0,0,0,56,173,3.09,0,32,25,176,7.04,1,41,70.9,51.4,,72,
233,Ernie Conwell\ConwEr00,NOR,TE,31,10,10,0,0,0,0,0,0,0,,0,44,26,290,11.15,2,41,69.5,53.0,,22,
234,Christian Fauria\FaurCh00,NWE,TE,32,16,12,0,0,0,0,0,0,0,,0,45,28,285,10.18,2,41,71.5,54.5,,23,
235,Justin Griffith\GrifJu00,ATL,WR,23,16,11,0,0,0,0,0,38,168,4.42,0,34,21,122,5.81,2,41,68.0,51.5,,91,
236,Quentin Griffin\GrifQu00,DEN,RB,22,10,1,0,0,0,0,0,94,345,3.67,0,11,8,61,7.63,0,41,50.1,41.6,,74,
237,Lee Suggs\SuggLe00,CLE,RB,23,7,0,0,0,0,0,0,56,289,5.16,2,4,2,0,0.00,0,41,44.9,39.9,,73,
238,Jason Witten\WittJa00,DAL,WR,21,15,7,0,0,0,0,0,0,0,,0,54,35,347,9.91,1,41,78.7,58.2,,92,
239,Mark Campbell\CampMa00,BUF,TE,28,16,11,0,0,0,0,0,0,0,,0,50,34,339,9.97,1,40,76.9,56.9,,25,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
240,Dallas Clark\ClarDa00,IND,TE,24,10,10,0,0,0,0,0,0,0,,0,42,29,340,11.72,1,40,72.0,54.5,,24,
241,Kassim Osgood\OsgoKa00,SDG,WR,23,16,2,0,0,0,0,0,0,0,,0,33,13,278,21.38,2,40,55.8,46.3,,93,
242,William Henderson\HendWi00,GNB,RB,32,16,12,0,0,0,0,0,0,0,,0,34,24,214,8.92,3,39,66.4,51.4,,75,
243,Brandon Stokley\StokBr00,IND,WR,27,6,3,0,0,0,0,0,0,0,,0,32,22,211,9.59,3,39,64.1,50.1,,94,
244,Cory Schlesinger\SchlCo00,DET,RB,31,16,10,0,0,0,0,0,9,16,1.78,0,49,34,247,7.26,2,38,75.3,55.3,,76,
245,L.J. Smith\SmitL.00,PHI,TE,23,15,5,0,0,0,0,0,0,0,,0,46,27,321,11.89,1,38,67.6,50.6,,26,
246,Brandon Manumaleuna\ManuBr00,STL,RB,23,16,15,0,0,0,0,0,4,15,3.75,0,45,29,238,8.21,2,37,69.3,51.8,,77,
247,Derrius Thompson\ThomDe00,MIA,WR,26,16,12,0,0,0,0,0,0,0,,0,59,26,359,13.81,0,36,64.9,48.9,,95,
248,Mark Brunell\BrunMa00,JAX,QB,33,3,3,54,82,484,2,0,8,19,2.38,1,0,0,0,,0,35,37.8,34.3,,47,
249,Wayne Chrebet\ChreWa00,NYJ,WR,30,7,5,0,0,0,0,0,0,0,,0,44,27,289,10.70,1,35,64.9,48.4,,97,
250,Brock Forsey\ForsBr00,CHI,RB,23,9,2,0,0,0,0,0,50,191,3.82,2,5,3,37,12.33,0,35,40.8,36.3,,78,
251,Chad Lewis\LewiCh00,PHI,TE,32,16,14,0,0,0,0,0,0,0,,0,40,23,293,12.74,1,35,61.3,46.8,,27,
252,Brandon Lloyd\LloyBr00,SFO,WR,22,16,1,0,0,0,0,0,0,0,,0,30,14,212,15.14,2,35,52.2,42.2,,96,
253,Kyle Brady\BradKy00,JAX,TE,31,16,15,0,0,0,0,0,0,0,,0,46,29,281,9.69,1,34,64.6,45.6,,28,
254,Terry Jones\JoneTe00,BAL,TE,24,16,13,0,0,0,0,0,0,0,,0,25,19,159,8.37,3,34,55.9,43.4,,29,
255,Bryan Gilmore\GilmBr00,ARI,WR,25,14,10,0,0,0,0,0,1,0,0.00,0,45,17,208,12.24,2,33,52.8,41.3,,98,
256,Maurice Morris\MorrMa00,SEA,RB,24,16,1,0,0,0,0,0,38,239,6.29,0,6,4,32,8.00,1,33,39.1,33.1,,79,
257,Matthew Hatchette\HatcMa00,JAX,WR,29,6,4,0,0,0,0,0,0,0,,0,28,15,203,13.53,2,32,50.3,39.8,,99,
258,Bethel Johnson\JohnBe00,NWE,WR,24,15,5,0,0,0,0,0,1,-12,-12.00,0,34,16,209,13.06,2,32,56.7,45.7,,100,
259,Tim Carter\CartTi00,NYG,WR,24,12,2,0,0,0,0,0,0,0,,0,52,26,309,11.88,0,31,59.9,43.9,,101,
260,Doug Jolley\JollDo00,OAK,TE,24,15,9,0,0,0,0,0,0,0,,0,54,31,250,8.06,1,31,65.0,46.5,,30,
261,Ken Dilger\DilgKe00,TAM,TE,32,15,15,0,0,0,0,0,0,0,,0,41,22,244,11.09,1,30,54.9,40.4,,31,
262,Chris Doering\DoerCh00,PIT,WR,30,16,0,0,0,0,0,0,0,0,,0,30,18,240,13.33,1,30,51.0,39.0,,102,
263,Marc Edwards\EdwaMa00,JAX,RB,29,16,16,0,0,0,0,0,7,13,1.86,1,43,31,226,7.29,0,30,63.9,45.4,,80,
264,Stanley Pritchett\PritSt00,CHI,RB,30,16,11,0,0,0,0,0,21,93,4.43,2,27,18,83,4.61,0,30,47.6,38.6,,81,
265,Michael Lewis\LewiMi00,NOR,WR,32,13,1,0,0,0,0,0,1,2,2.00,0,25,12,226,18.83,1,29,42.8,32.8,,103,
266,Frank Wycheck\WychFr00,TEN,TE,32,10,6,0,0,0,0,0,0,0,,0,29,17,165,9.71,2,29,48.5,37.0,,32,
267,Mike Alstott\AlstMi00,TAM,RB,30,4,3,0,0,0,0,0,27,77,2.85,2,12,10,83,8.30,0,28,38.0,33.0,,83,
268,Chris Brown\BrowCh03,TEN,RB,22,11,0,0,0,0,0,0,56,221,3.95,0,9,8,61,7.63,0,28,38.7,31.2,,82,
269,Tim Dwight\DwigTi00,SDG,WR,28,9,3,0,0,0,0,0,9,88,9.78,0,31,14,193,13.79,0,28,44.6,34.1,,104,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
270,Casey Fitzsimmons\FitzCa00,DET,TE,23,16,11,0,0,0,0,0,0,0,,0,40,23,160,6.96,2,28,54.0,39.5,,34,
271,Jesse Palmer\PalmJe00,NYG,QB,25,6,3,60,116,532,3,4,4,23,5.75,0,0,0,0,,0,28,33.6,29.6,,48,
272,Dominic Rhodes\RhodDo00,IND,RB,24,11,0,0,0,0,0,0,37,157,4.24,0,7,6,62,10.33,1,28,36.9,30.9,,84,
273,Wesley Walls\WallWe00,GNB,TE,37,14,1,0,0,0,0,0,0,0,,0,33,20,222,11.10,1,28,51.2,38.2,,33,
274,Fred Beasley*\BeasFr00,SFO,RB,29,16,11,0,0,0,0,0,17,24,1.41,0,28,19,184,9.68,1,27,48.8,36.3,,85,
275,Travis Minor\MinoTr00,MIA,RB,24,16,0,0,0,0,0,0,41,193,4.71,1,5,4,13,3.25,0,27,33.6,28.6,,87,
276,Jon Ritchie\RitcJo00,PHI,RB,29,16,7,0,0,0,0,0,1,1,1.00,0,26,17,86,5.06,3,27,43.7,35.2,,86,
277,George Wrighster\WrigGe00,JAX,TE,22,15,1,0,0,0,0,0,0,0,,0,20,13,150,11.54,2,27,43.0,33.5,,35,
278,Dan Campbell\CampDa00,DAL,TE,27,16,16,0,0,0,0,0,0,0,,0,30,20,195,9.75,1,26,48.5,35.5,,36,
279,Larry Centers\CentLa00,NWE,RB,35,9,3,0,0,0,0,0,21,82,3.90,0,34,19,106,5.58,1,25,46.8,34.3,,88,
280,Jeremi Johnson\JohnJe00,CIN,RB,23,16,13,0,0,0,0,0,15,41,2.73,1,20,15,82,5.47,1,24,39.3,31.8,,89,
281,Joe Jurevicius\JureJo00,TAM,WR,29,5,2,0,0,0,0,0,0,0,,0,24,12,118,9.83,2,24,38.8,29.8,,105,
282,Nate Poole\PoolNa01,ARI,WR,26,15,1,0,0,0,0,0,0,0,,0,19,13,177,13.62,1,24,39.7,30.2,,106,
283,Nick Goings\GoinNi00,CAR,RB,25,15,0,0,0,0,0,0,10,69,6.90,0,14,12,97,8.08,1,23,34.6,28.6,,92,
284,Rex Grossman\GrosRe00,CHI,QB,23,3,3,38,72,437,2,1,3,-1,-0.33,0,0,0,0,,0,23,25.9,21.4,,49,
285,Patrick Johnson\JohnPa00,WAS,WR,27,16,2,0,0,0,0,0,0,0,,0,28,15,170,11.33,1,23,40.0,28.5,,107,
286,Sammy Morris\MorrSa00,BUF,RB,26,9,0,0,0,0,0,0,19,70,3.68,1,17,14,100,7.14,0,23,40.0,30.0,,91,
287,Aaron Stecker\StecAa00,TAM,RB,28,16,1,0,0,0,0,0,37,125,3.38,0,12,9,48,5.33,1,23,34.8,26.8,,90,
288,Reuben Droughns\DrouRe00,DEN,RB,25,15,4,0,0,0,0,0,6,14,2.33,0,12,9,87,9.67,2,22,31.1,26.6,,93,
289,Jason Dunn\DunnJa00,KAN,TE,30,16,4,0,0,0,0,0,0,0,,0,8,5,35,7.00,3,22,26.5,24.0,,37,
290,Jimmy Farris\FarrJi00,ATL,WR,25,16,0,0,0,0,0,0,0,0,,0,15,6,100,16.67,2,22,31.0,25.0,,108,
291,D'Wayne Bates\BateDW00,MIN,WR,28,10,8,0,0,0,0,0,0,0,,0,29,15,151,10.07,1,21,39.1,28.6,,109,
292,Justin Fargas\FargJu00,OAK,RB,23,10,1,0,0,0,0,0,40,203,5.08,0,3,2,2,1.00,0,21,25.0,20.5,,95,
293,Chris Fuamatu-Ma'afala\FuamCh00,JAX,RB,26,13,0,0,0,0,0,0,35,144,4.11,1,2,1,2,2.00,0,21,24.6,21.1,,94,
294,Tony Stewart\StewTo00,CIN,TE,24,16,7,0,0,0,0,0,0,0,,0,33,21,212,10.10,0,21,45.2,31.7,,38,
295,Dan Kreider\KreiDa00,PIT,RB,26,16,12,0,0,0,0,0,7,29,4.14,1,24,9,107,11.89,0,20,31.6,24.1,,98,
296,Kris Mangum\MangKr00,CAR,TE,30,16,11,0,0,0,0,0,0,0,,0,29,17,199,11.71,0,20,39.9,28.4,,40,
297,David Martin\MartDa00,GNB,RB,24,16,3,0,0,0,0,0,0,0,,0,17,13,79,6.08,2,20,32.9,26.4,,96,
298,Ed McCaffrey\McCaEd00,DEN,WR,35,12,7,0,0,0,0,0,0,0,,0,34,19,195,10.26,0,20,41.5,29.0,,112,
299,Dave Moore\MoorDa00,BUF,TE,34,15,6,0,0,0,0,0,0,0,,0,18,7,82,11.71,2,20,26.7,22.7,,39,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
300,James Mungro\MungJa00,IND,RB,25,7,0,0,0,0,0,0,24,60,2.50,2,5,1,-4,-4.00,0,20,20.6,20.1,,99,
301,Jay Riemersma\RiemJa00,PIT,RB,30,11,7,0,0,0,0,0,0,0,,0,23,10,138,13.80,1,20,32.8,24.8,,97,
302,David Tyree\TyreDa00,NYG,WR,23,16,3,0,0,0,0,0,1,-9,-9.00,0,31,16,211,13.19,0,20,39.2,28.2,,111,
303,Alvis Whitted\WhitAl00,OAK,WR,29,16,2,0,0,0,0,0,6,37,6.17,0,24,7,106,15.14,1,20,30.3,23.8,,110,
304,Mike Furrey\FurrMi00,STL,WR,26,13,0,0,0,0,0,0,3,5,1.67,0,33,20,189,9.45,0,19,40.9,26.4,,113,
305,Teyo Johnson\JohnTe00,OAK,TE,22,16,5,0,0,0,0,0,0,0,,0,12,14,128,9.14,1,19,35.8,25.8,,42,
306,Justin Peelle\PeelJu00,SDG,TE,24,15,9,0,0,0,0,0,0,0,,0,25,16,133,8.31,1,19,38.3,27.3,,41,
307,Todd Yoder\YodeTo00,TAM,TE,25,16,1,0,0,0,0,0,0,0,,0,11,7,68,9.71,2,19,25.8,22.3,,43,
308,Joe Burns\BurnJo00,BUF,RB,24,16,1,0,0,0,0,0,39,113,2.90,0,9,7,62,8.86,0,18,27.0,20.0,,104,
309,Jameel Cook\CookJa00,TAM,RB,24,14,8,0,0,0,0,0,1,-1,-1.00,0,30,20,120,6.00,1,18,40.9,27.9,,102,
310,Keith Heinrich\HeinKe00,CLE,RB,24,7,3,0,0,0,0,0,0,0,,0,9,8,64,8.00,2,18,26.4,22.4,,101,
311,James Hodgins\HodgJa00,ARI,RB,26,16,8,0,0,0,0,0,2,6,3.00,0,19,14,58,4.14,2,18,31.9,24.4,,100,
312,Rob Konrad\KonrRo00,MIA,TE,27,14,12,0,0,0,0,0,4,17,4.25,0,19,16,166,10.38,0,18,37.3,26.3,,44,
313,Visanthe Shiancoe\ShiaVi00,NYG,RB,23,16,7,0,0,0,0,0,0,0,,0,23,10,56,5.60,2,18,27.6,22.6,,103,
314,Aaron Walker\WalkAa00,SFO,TE,23,16,2,0,0,0,0,0,0,0,,0,13,8,116,14.50,1,18,28.6,21.6,,45,
315,Cortez Hankton\HankCo00,JAX,WR,22,16,0,0,0,0,0,0,0,0,,0,41,17,166,9.76,0,17,36.6,25.1,,116,
316,Donald Lee\LeexDo00,MIA,TE,23,16,5,0,0,0,0,0,0,0,,0,11,7,110,15.71,1,17,27.0,20.5,,46,
317,Frank Sanders\SandFr00,BAL,WR,30,13,0,0,0,0,0,0,0,0,,0,29,14,170,12.14,0,17,34.0,24.0,,114,
318,Dedric Ward\WardDe00,2TM,WR,29,7,0,0,0,0,0,0,0,0,,0,13,7,106,15.14,1,17,26.6,20.1,,115,
319,Kurt Warner\WarnKu00,STL,QB,32,2,1,38,65,365,1,1,1,0,0.00,0,0,0,0,,0,17,17.6,11.6,,50,
320,Marc Boerigter\BoerMa00,KAN,WR,25,15,0,0,0,0,0,0,0,0,,0,26,11,158,14.36,0,16,29.8,21.3,,117,
321,Danny Kanell\KaneDa00,DEN,QB,30,5,2,53,103,442,2,5,6,5,0.83,0,0,0,0,,0,16,22.7,18.2,,51,
322,Shad Meier\MeieSh00,TEN,TE,25,15,6,0,0,0,0,0,0,0,,0,19,13,159,12.23,0,16,31.4,21.4,,47,
323,Lorenzo Neal\NealLo00,SDG,RB,33,16,15,0,0,0,0,0,18,40,2.22,1,25,16,62,3.88,0,16,32.2,24.2,,105,
324,Marcellus Rivers\RiveMa00,NYG,TE,25,12,6,0,0,0,0,0,0,0,,0,22,17,155,9.12,0,16,35.5,24.0,,48,
325,Darnell Sanders\SandDa00,CLE,WR,24,16,12,0,0,0,0,0,0,0,,0,21,15,95,6.33,1,16,30.0,22.0,,118,
326,Steve Beuerlein\BeueSt00,DEN,QB,38,4,2,33,63,389,2,5,5,13,2.60,0,0,0,0,,0,15,21.4,16.9,,53,
327,Jonathan Carter\CartJo01,NYJ,WR,24,9,0,0,0,0,0,0,0,0,,0,6,4,93,23.25,1,15,25.3,23.3,,120,
328,Brad Hoover\HoovBr00,CAR,RB,27,16,9,0,0,0,0,0,6,21,3.50,0,20,12,72,6.00,1,15,26.8,20.3,,106,
329,Larry Johnson\JohnLa00,KAN,RB,24,6,0,0,0,0,0,0,20,85,4.25,1,3,1,2,2.00,0,15,15.7,15.2,,108,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
330,Neil O'Donnell\ODonNe00,TEN,QB,37,1,1,18,27,232,2,1,1,-1,-1.00,0,0,0,0,,0,15,16.2,16.2,,52,
331,Musa Smith\SmitMu00,BAL,RB,21,11,0,0,0,0,0,0,9,31,3.44,2,0,0,0,,0,15,14.6,14.1,,107,
332,J.J. Stokes\StokJ.00,2TM,WR,31,7,3,0,0,0,0,0,0,0,,0,19,15,154,10.27,0,15,33.4,22.9,,119,
333,Bobby Wade\WadeBo00,CHI,WR,22,12,1,0,0,0,0,0,5,14,2.80,0,18,12,137,11.42,0,15,29.6,20.1,,121,
334,Derick Armstrong\ArmsDe00,HOU,WR,24,8,1,0,0,0,0,0,0,0,,0,13,7,75,10.71,1,14,20.5,17.0,,126,
335,Chris Baker\BakeCh00,NYJ,TE,24,16,0,0,0,0,0,0,0,0,,0,18,14,137,9.79,0,14,30.7,20.7,,51,
336,Ki-Jana Carter\CartKi00,NOR,RB,30,8,0,0,0,0,0,0,19,72,3.79,1,3,1,11,11.00,0,14,15.3,14.8,,109,
337,Cam Cleeland\CleeCa00,STL,WR,28,16,10,0,0,0,0,0,2,-5,-2.50,0,16,10,145,14.50,0,14,26.5,18.0,,124,
338,Antonio Freeman\FreeAn00,GNB,WR,31,15,0,0,0,0,0,0,0,0,,0,22,14,141,10.07,0,14,31.1,21.1,,123,
339,Reggie Kelly\KellRe00,CIN,TE,26,12,11,0,0,0,0,0,0,0,,0,21,13,81,6.23,1,14,27.1,20.6,,49,
340,Adrian Murrell\MurrAd00,DAL,RB,33,3,0,0,0,0,0,0,28,107,3.82,0,4,4,32,8.00,0,14,20.9,15.9,,111,
341,David Patten\PattDa00,NWE,WR,29,6,5,0,0,0,0,0,1,4,4.00,0,22,9,140,15.56,0,14,26.4,18.9,,122,
342,Artose Pinner\PinnAr00,DET,RB,25,3,2,0,0,0,0,0,39,99,2.54,0,7,5,40,8.00,0,14,18.9,16.4,,112,
343,Alan Ricard\RicaAl00,BAL,RB,26,16,13,0,0,0,0,0,19,79,4.16,0,15,9,62,6.89,0,14,29.1,24.6,,110,
344,Tony Richardson*\RichTo00,KAN,RB,32,16,10,0,0,0,0,0,24,60,2.50,0,16,12,76,6.33,0,14,25.6,19.6,,114,
345,Jamal Robertson\RobeJa00,SFO,RB,26,9,0,0,0,0,0,0,32,136,4.25,0,2,0,0,,0,14,16.6,13.6,,113,
346,Jermaine Wiggins\WiggJe00,CAR,TE,28,16,11,0,0,0,0,0,0,0,,0,20,8,80,10.00,1,14,22.0,18.0,,50,
347,Karl Williams\WillKa00,TAM,WR,32,13,0,0,0,0,0,0,1,2,2.00,0,17,7,114,16.29,0,14,23.6,17.1,,125,
348,David Allen\AlleDa00,JAX,RB,25,14,0,0,0,0,0,0,4,8,2.00,0,7,6,60,10.00,1,13,17.8,13.8,,115,
349,Steve Bush\BushSt00,ARI,TE,29,16,4,0,0,0,0,0,0,0,,0,17,11,71,6.45,1,13,24.1,18.6,,54,
