,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
173,Correll Buckhalter\BuckCo00,PHI,RB,29,14,2,0,0,0,0,0,62,313,5.05,4,21,12,87,7.25,0,64,78.5,69.0,,52,
174,Ladell Betts\BettLa00,WAS,RB,28,16,0,0,0,0,0,0,93,335,3.60,1,32,21,174,8.29,1,63,89.4,72.4,,53,
175,Marty Booker\BookMa00,MIA,WR,31,15,15,0,1,0,0,0,2,12,6.00,0,105,50,556,11.12,1,63,115.3,86.8,,70,
176,Brodie Croyle\CroyBr00,KAN,QB,24,9,6,127,224,1227,6,6,7,18,2.57,0,0,0,0,,0,63,69.9,64.9,,38,
177,J.P. Losman\LosmJ.00,BUF,QB,26,8,7,111,175,1204,4,6,20,110,5.50,0,0,0,0,,0,63,72.7,64.2,,37,
178,Zach Miller\MillZa01,OAK,TE,22,16,16,0,0,0,0,0,0,0,,0,68,44,444,10.09,3,62,108.4,82.4,,16,
179,Rex Grossman\GrosRe00,CHI,QB,27,8,7,122,225,1411,4,7,14,27,1.93,0,0,0,0,,0,61,68.1,62.1,,39,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
180,Devery Henderson\HendDe00,NOR,WR,25,16,9,0,0,0,0,0,2,20,10.00,0,43,20,409,20.45,3,61,83.9,70.9,,71,
181,Randy McMichael\McMiRa01,STL,TE,28,16,15,0,0,0,0,0,0,0,,0,67,39,429,11.00,3,61,102.9,80.4,,17,
182,Sammy Morris\MorrSa00,NWE,RB,30,6,2,0,0,0,0,0,85,384,4.52,3,8,6,35,5.83,0,60,68.9,62.9,,54,
183,Chris Baker\BakeCh00,NYJ,TE,28,15,15,0,0,0,0,0,0,0,,0,61,41,409,9.98,3,59,102.4,78.4,,18,
184,Josh Reed\ReedJo01,BUF,WR,27,15,9,0,0,0,0,0,4,10,2.50,0,88,51,578,11.33,0,59,112.8,84.3,,72,
185,Jake Delhomme\DelhJa00,CAR,QB,32,3,3,55,86,624,8,1,6,26,4.33,0,0,0,0,,0,58,61.1,57.6,,40,
186,Musa Smith\SmitMu00,BAL,RB,25,16,1,0,0,0,0,0,75,264,3.52,2,34,27,192,7.11,0,58,90.1,70.1,,55,
187,T.J. Duckett\DuckT.00,DET,RB,26,12,1,0,0,0,0,0,65,335,5.15,3,7,4,54,13.50,0,57,63.4,57.9,,57,
188,Alex Smith\SmitAl02,TAM,TE,25,14,14,0,0,0,0,0,0,0,,0,53,32,385,12.03,3,57,91.5,72.5,,19,
189,Jason Wright\WrigJa01,CLE,RB,25,16,1,0,0,0,0,0,60,277,4.62,1,37,24,233,9.71,0,57,86.5,68.0,,56,
190,Drew Bennett\BennDr00,STL,WR,29,14,1,0,0,0,0,0,0,0,,0,73,33,375,11.36,3,56,91.0,71.0,,75,
191,Todd Collins\CollTo00,WAS,QB,36,4,3,67,105,888,5,0,8,1,0.13,0,0,0,0,,0,56,56.6,51.6,,41,
192,D.J. Hackett\HackD.00,SEA,WR,26,6,6,0,0,0,0,0,0,0,,0,47,32,384,12.00,3,56,91.4,72.4,,73,
193,Matt Jones\JoneMa00,JAX,WR,24,12,0,0,0,0,0,0,0,0,,0,50,24,317,13.21,4,56,82.7,67.7,,74,
194,Ted Ginn\GinnTe00,MIA,WR,22,16,9,0,0,0,0,0,4,3,0.75,0,71,34,420,12.35,2,54,95.8,74.3,,76,
195,Leonard Pope\PopeLe00,ARI,TE,24,13,11,0,0,0,0,0,0,0,,0,34,23,238,10.35,5,54,79.3,64.3,,20,
196,Pierre Thomas\ThomPi00,NOR,RB,23,12,1,0,0,0,0,0,52,252,4.85,1,23,17,151,8.88,1,54,83.3,68.8,,58,
197,Mark Clayton\ClayMa01,BAL,WR,25,16,12,0,1,0,0,0,0,0,,0,89,48,531,11.06,0,53,104.1,77.1,,77,
198,Trent Dilfer\DilfTr00,SFO,QB,35,7,6,113,219,1166,7,12,10,25,2.50,0,0,0,0,,0,53,64.1,57.1,,42,
199,Jeff King\KingJe00,CAR,TE,24,16,16,0,0,0,0,0,0,0,,0,80,46,406,8.83,2,53,100.6,73.6,,22,
200,Greg Olsen\OlseGr00,CHI,TE,22,14,4,0,0,0,0,0,0,0,,0,66,39,391,10.03,2,53,95.1,72.6,,21,
201,Samkon Gado\GadoSa00,2TM,RB,25,8,2,0,0,0,0,0,53,150,2.83,4,13,12,106,8.83,0,52,69.1,56.6,,60,
202,Leonard Weaver\WeavLe00,SEA,RB,25,16,4,0,0,0,0,0,33,146,4.42,1,52,39,313,8.03,0,52,96.9,71.4,,59,
203,DeShawn Wynn\WynnDe00,GNB,RB,24,7,4,0,0,0,0,0,50,203,4.06,4,14,9,73,8.11,0,52,63.6,56.1,,61,
204,Devard Darling\DarlDe00,BAL,WR,25,16,1,0,0,0,0,0,0,0,,0,39,18,326,18.11,3,51,71.6,59.6,,79,
205,Derek Hagan\HagaDe00,MIA,WR,23,16,1,0,0,0,0,0,0,0,,0,59,29,373,12.86,2,51,83.3,65.8,,78,
206,Marcedes Lewis\LewiMa00,JAX,TE,23,16,16,0,0,0,0,0,0,0,,0,57,37,391,10.57,2,51,91.1,69.6,,23,
207,Ahman Green\GreeAh00,HOU,RB,30,6,5,0,0,0,0,0,70,260,3.71,2,18,14,123,8.79,0,50,70.3,57.3,,62,
208,Eric Johnson\JohnEr00,NOR,TE,28,14,12,0,0,0,0,0,0,0,,0,63,48,378,7.88,2,50,100.3,72.8,,24,
209,Laurent Robinson\RobiLa01,ATL,WR,22,15,6,0,0,0,0,0,0,0,,0,74,37,437,11.81,1,50,89.2,67.2,,80,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
210,Trent Green\GreeTr00,MIA,QB,37,5,5,85,141,987,5,7,7,32,4.57,0,0,0,0,,0,49,57.7,53.7,,43,
211,Fred Jackson\JackFr02,BUF,RB,26,8,1,0,0,0,0,0,58,300,5.17,0,30,22,190,8.64,0,49,77.0,60.0,,63,
212,Brian Leonard\LeonBr00,STL,RB,23,16,7,0,0,0,0,0,86,303,3.52,0,39,30,183,6.10,0,49,84.6,63.6,,64,
213,Lance Moore\MoorLa00,NOR,WR,24,16,4,0,0,0,0,0,2,7,3.50,1,50,32,302,9.44,2,49,82.9,62.9,,82,
214,Brad Smith\SmitBr01,NYJ,WR,24,16,9,0,1,0,0,0,12,45,3.75,0,67,32,325,10.16,2,49,83.5,64.0,,81,
215,Ruvell Martin\MartRu00,GNB,WR,25,15,5,0,0,0,0,0,0,0,,0,28,16,242,15.13,4,48,66.7,55.2,,83,
216,Steve McNair\McNaSt00,BAL,QB,34,6,6,133,205,1113,2,4,10,32,3.20,0,0,0,0,,0,48,50.7,43.7,,45,
217,Michael Pittman\PittMi00,TAM,RB,32,10,3,0,0,0,0,0,68,286,4.21,0,39,26,191,7.35,0,48,79.2,59.7,,65,
218,Bo Scaife\ScaiBo00,TEN,TE,26,16,15,0,0,0,0,0,0,0,,0,78,46,421,9.15,1,48,96.1,69.1,,25,
219,Vinny Testaverde\TestVi00,CAR,QB,44,7,6,94,172,952,5,6,9,22,2.44,0,0,0,0,,0,48,55.8,51.3,,44,
220,Gus Frerotte\FrerGu00,STL,QB,36,8,3,94,167,1014,7,12,6,3,0.50,0,0,0,0,,0,47,60.4,55.9,,46,
221,Michael Bennett\BennMi00,2TM,RB,29,14,1,0,0,0,0,0,61,241,3.95,1,22,15,101,6.73,1,46,66.2,51.7,,66,
222,Chris Henry\HenrCh00,CIN,WR,24,8,2,0,0,0,0,0,0,0,,0,38,21,343,16.33,2,46,70.3,56.8,,84,
223,Brandon Jackson\JackBr00,GNB,RB,22,11,3,0,0,0,0,0,75,267,3.56,1,22,16,130,8.13,0,46,67.7,53.7,,68,
224,Greg Jones\JoneGr01,JAX,RB,26,16,11,0,0,0,0,0,42,119,2.83,2,19,11,99,9.00,2,46,59.8,51.3,,67,
225,Robert Ferguson\FergRo00,MIN,WR,28,15,8,0,0,0,0,0,0,0,,0,61,32,391,12.22,1,45,80.1,61.1,,85,
226,Shaun Hill\HillSh00,SFO,QB,27,3,2,54,79,501,5,1,12,14,1.17,1,0,0,0,,0,45,47.9,43.4,,48,
227,Greg Lewis\LewiGr01,PHI,WR,27,15,1,0,1,0,0,0,0,0,,0,23,13,265,20.38,3,45,59.5,49.0,,87,
228,Billy Miller\MillBi00,NOR,TE,30,16,6,0,0,0,0,0,0,0,,0,38,27,328,12.15,2,45,74.8,58.3,,26,
229,Alex Smith\SmitAl03,SFO,QB,23,7,7,94,193,914,2,4,13,89,6.85,0,0,0,0,,0,45,49.5,43.5,,47,
230,Jerheme Urban\UrbaJe00,ARI,WR,27,10,2,0,0,0,0,0,0,0,,0,38,22,329,14.95,2,45,69.9,55.9,,86,
231,Dominic Rhodes\RhodDo00,OAK,RB,28,10,2,0,0,0,0,0,75,302,4.03,1,18,11,70,6.36,0,43,56.2,46.7,,69,
232,Robert Royal\RoyaRo00,BUF,TE,28,16,15,0,0,0,0,0,0,0,,0,38,25,248,9.92,3,43,69.8,53.3,,28,
233,Jerramy Stevens\StevJe00,TAM,TE,28,14,3,0,0,0,0,0,0,0,,0,21,18,189,10.50,4,43,63.9,51.9,,27,
234,Darius Walker\WalkDa00,HOU,RB,22,4,2,0,0,0,0,0,58,264,4.55,1,15,13,81,6.23,0,43,58.5,49.0,,70,
235,David Martin\MartDa00,MIA,TE,28,15,15,0,0,0,0,0,0,0,,0,51,34,303,8.91,2,42,79.3,59.3,,30,
236,Samie Parker\ParkSa00,KAN,WR,26,15,7,0,0,0,0,0,1,2,2.00,0,41,24,298,12.42,2,42,68.5,53.0,,88,
237,Ben Utecht\UtecBe00,IND,TE,26,14,13,0,0,0,0,0,0,0,,0,37,31,364,11.74,1,42,75.4,55.9,,29,
238,Devin Hester*+\HestDe99,CHI,WR,25,16,0,0,0,0,0,0,7,-10,-1.43,0,38,20,299,14.95,2,41,96.4,79.9,,89,
239,Brandon Jones\JoneBr02,TEN,WR,25,9,2,0,0,0,0,0,2,37,18.50,0,34,21,248,11.81,2,41,64.0,50.0,,90,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
240,Marcus Pollard\PollMa00,SEA,TE,35,14,10,0,0,0,0,0,0,0,,0,35,28,273,9.75,2,41,70.3,53.3,,31,
241,Cadillac Williams\WillCa02,TAM,RB,25,4,4,0,0,0,0,0,54,208,3.85,3,5,3,17,5.67,0,41,45.5,40.0,,71,
242,Jason Avant\AvanJa00,PHI,WR,24,15,5,0,0,0,0,0,1,1,1.00,0,33,23,267,11.61,2,39,64.8,50.3,,91,
243,Michael Turner\TurnMi00,SDG,RB,25,16,0,0,0,0,0,0,71,316,4.45,1,7,4,16,4.00,0,39,45.7,40.2,,72,
244,J.J. Arrington\ArriJ.00,ARI,RB,24,16,0,0,0,0,0,0,26,78,3.00,0,39,29,241,8.31,1,38,69.9,52.4,,73,
245,Mike Sellers\SellMi00,WAS,RB,32,14,12,0,0,0,0,0,26,78,3.00,2,24,17,117,6.88,1,38,57.0,45.0,,74,
246,Visanthe Shiancoe\ShiaVi00,MIN,TE,27,16,15,0,0,0,0,0,0,0,,0,43,27,323,11.96,1,38,67.8,50.8,,32,
247,Jeff Webb\WebbJe00,KAN,WR,25,16,2,0,0,0,0,0,1,5,5.00,0,57,28,313,11.18,1,38,67.8,49.8,,92,
248,Daniel Graham\GrahDa00,DEN,TE,29,15,15,0,0,0,0,0,0,0,,0,33,24,246,10.25,2,37,63.6,48.6,,33,
249,Sam Hurd\HurdSa00,DAL,WR,22,16,2,0,0,0,0,0,0,0,,0,37,19,314,16.53,1,37,59.4,46.9,,93,
250,Troy Smith\SmitTr02,BAL,QB,23,4,2,40,76,452,2,0,12,54,4.50,1,0,0,0,,0,37,39.0,34.5,,49,
251,Lorenzo Booker\BookLo00,MIA,RB,23,7,1,0,0,0,0,0,28,125,4.46,0,36,28,237,8.46,0,36,70.2,50.2,,75,
252,Justin Peelle\PeelJu00,MIA,TE,28,16,10,0,0,0,0,0,0,0,,0,47,29,228,7.86,2,35,66.8,49.3,,34,
253,Heath Evans\EvanHe00,NWE,RB,29,16,1,0,0,0,0,0,34,121,3.56,3,6,4,43,10.75,0,34,41.4,36.4,,76,
254,A.J. Feeley\FeelA.00,PHI,QB,30,3,2,59,103,681,5,8,7,23,3.29,0,0,0,0,,0,34,44.0,40.5,,50,
255,Michael Gaines\GainMi00,BUF,TE,27,15,14,0,0,0,0,0,0,0,,0,35,25,215,8.60,2,34,61.5,46.0,,35,
256,Eric Moulds\MoulEr00,TEN,WR,34,16,8,0,0,0,0,0,0,0,,0,52,32,342,10.69,0,34,69.2,50.2,,94,
257,David Carr\CarrDa00,CAR,QB,28,6,4,73,136,635,3,5,17,59,3.47,0,0,0,0,,0,33,40.8,37.3,,51,
258,Keary Colbert\ColbKe00,CAR,WR,25,12,8,0,0,0,0,0,0,0,,0,69,32,332,10.38,0,33,67.7,48.2,,95,
259,Troy Williamson\WillTr01,MIN,WR,24,11,8,0,0,0,0,0,2,29,14.50,0,39,18,240,13.33,1,33,53.9,41.9,,96,
260,Michael Clayton\ClayMi00,TAM,WR,25,14,4,0,0,0,0,0,5,22,4.40,0,40,22,301,13.68,0,32,56.8,42.3,,98,
261,Keenan McCardell\McCaKe00,WAS,WR,37,10,1,0,0,0,0,0,0,0,,0,31,22,256,11.64,1,32,56.6,42.6,,99,
262,Matt Moore\MoorMa01,CAR,QB,23,9,3,63,111,730,3,5,3,5,1.67,0,0,0,0,,0,32,38.7,34.7,,52,
263,Cedrick Wilson\WilsCe00,PIT,WR,29,16,1,0,0,0,0,0,2,37,18.50,0,30,18,207,11.50,1,32,53.4,41.4,,97,
264,Tatum Bell\BellTa00,DET,RB,26,5,5,0,0,0,0,0,44,182,4.14,1,21,14,63,4.50,0,31,47.0,36.5,,78,
265,Bubba Franks\FranBu00,GNB,TE,29,8,1,0,0,0,0,0,0,0,,0,32,18,132,7.33,3,31,52.2,40.2,,36,
266,Marvin Harrison\HarrMa00,IND,WR,35,5,5,0,0,0,0,0,0,0,,0,32,20,247,12.35,1,31,53.7,40.7,,100,
267,Vernand Morency\MoreVe00,GNB,RB,27,13,0,0,0,0,0,0,29,108,3.72,0,39,30,199,6.63,0,31,66.2,44.7,,77,
268,Koren Robinson\RobiKo00,GNB,WR,27,9,1,0,0,0,0,0,1,5,5.00,0,34,21,241,11.48,1,31,54.6,41.1,,101,
269,Quinn Sypniewski\SypnQu00,BAL,TE,25,15,9,0,0,0,0,0,0,0,,0,52,34,246,7.24,1,31,67.1,46.6,,37,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
270,John Beck\BeckJo00,MIA,QB,26,5,4,60,107,559,1,3,9,12,1.33,1,0,0,0,,0,30,32.1,25.6,,54,
271,Todd Heap\HeapTo00,BAL,TE,27,6,6,0,0,0,0,0,0,0,,0,34,23,239,10.39,1,30,55.9,41.4,,38,
272,Joe Horn\HornJo00,ATL,WR,35,12,12,0,0,0,0,0,0,0,,0,52,27,243,9.00,1,30,60.3,43.8,,102,
273,Matt Leinart\LeinMa00,ARI,QB,24,5,5,60,112,647,2,4,11,42,3.82,0,0,0,0,,0,30,37.1,34.1,,53,
274,L.J. Smith\SmitL.00,PHI,TE,27,10,9,0,0,0,0,0,0,0,,0,43,22,236,10.73,1,30,54.1,39.6,,39,
275,Chris Henry\HenrCh01,TEN,RB,22,7,0,0,0,0,0,0,31,119,3.84,2,7,6,53,8.83,0,29,38.2,32.2,,79,
276,Vonta Leach\LeacVo00,HOU,RB,26,16,12,0,0,0,0,0,2,2,1.00,1,33,25,108,4.32,2,29,56.0,39.5,,80,
277,Kyle Orton\OrtoKy00,CHI,QB,25,3,3,43,80,478,3,2,5,-1,-0.20,0,0,0,0,,0,29,33.0,29.0,,55,
278,Cecil Sapp\SappCe00,DEN,RB,29,16,8,0,0,0,0,0,18,59,3.28,2,20,14,51,3.64,1,29,43.0,36.0,,81,
279,Demetrius Williams\WillDe03,BAL,WR,24,9,4,0,0,0,0,0,0,0,,0,47,20,290,14.50,0,29,52.0,39.0,,103,
280,Greg Camarillo\CamaGr00,MIA,WR,25,15,0,0,0,0,0,0,0,0,,0,10,8,160,20.00,2,28,39.0,32.0,,105,
281,Javon Walker\WalkJa00,DEN,WR,29,8,5,0,0,0,0,0,2,-3,-1.50,0,50,26,287,11.04,0,28,57.4,41.4,,104,
282,Kelly Holcomb\HolcKe00,MIN,QB,34,3,3,42,83,515,2,1,0,0,,0,0,0,0,,0,27,30.1,26.6,,56,
283,Ahmad Bradshaw\BradAh00,NYG,RB,21,12,0,0,0,0,0,0,23,190,8.26,1,5,2,12,6.00,0,26,30.2,25.2,,82,
284,Craig Davis\DaviCr00,SDG,WR,22,13,1,0,0,0,0,0,3,9,3.00,0,34,20,188,9.40,1,26,48.2,34.7,,106,
285,Will Heller\HellWi00,SEA,TE,26,16,6,0,0,0,0,0,0,0,,0,26,13,82,6.31,3,26,39.2,32.7,,40,
286,Terrance Copper\CoppTe00,NOR,WR,25,15,1,0,0,0,0,0,0,0,,0,21,15,126,8.40,2,25,42.6,32.1,,107,
287,Justin Griffith\GrifJu00,OAK,RB,27,16,11,0,0,0,0,0,7,27,3.86,0,36,26,165,6.35,1,25,54.2,38.2,,84,
288,Sean McHugh\McHuSe00,DET,TE,25,15,12,0,0,0,0,0,0,0,,0,29,17,252,14.82,0,25,45.2,33.7,,41,
289,Lawrence Vickers\VickLa00,CLE,RB,24,16,14,0,0,0,0,0,15,43,2.87,0,24,13,91,7.00,2,25,38.4,31.9,,83,
290,Kris Wilson\WilsKr00,KAN,RB,26,16,12,0,0,0,0,0,3,7,2.33,0,50,24,180,7.50,1,25,50.7,34.7,,85,
291,Kevin Boss\BossKe00,NYG,TE,23,13,2,0,0,0,0,0,0,0,,0,14,9,118,13.11,2,24,35.8,28.3,,42,
292,Brent Celek\CeleBr00,PHI,TE,22,16,4,0,0,0,0,0,0,0,,0,22,16,178,11.13,1,24,42.8,31.8,,43,
293,Ben Obomanu\ObomBe00,SEA,WR,24,13,0,0,0,0,0,0,0,0,,0,29,12,180,15.00,1,24,39.0,30.0,,108,
294,Anthony Thomas\ThomAn01,BUF,RB,30,10,2,0,0,0,0,0,36,89,2.47,0,20,15,95,6.33,1,24,39.4,31.9,,86,
295,Justin McCareins\McCaJu00,NYJ,WR,29,16,6,0,0,0,0,0,0,0,,0,46,19,232,12.21,0,23,45.2,32.7,,109,
296,Sinorice Moss\MossSi00,NYG,WR,24,13,2,0,0,0,0,0,1,4,4.00,0,37,21,225,10.71,0,23,46.4,32.4,,110,
297,Dante Rosario\RosaDa00,CAR,TE,23,16,2,0,0,0,0,0,0,0,,0,7,6,108,18.00,2,23,31.8,25.8,,45,
298,James Thrash\ThraJa00,WAS,WR,32,12,4,0,0,0,0,0,0,0,,0,18,9,107,11.89,2,23,34.2,26.2,,111,
299,Delanie Walker\WalkHu00,SFO,TE,23,16,10,0,0,0,0,0,0,0,,0,42,21,174,8.29,1,23,47.4,33.9,,44,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
300,Kyle Eckel\EckeKy00,NWE,RB,26,12,0,0,0,0,0,0,33,90,2.73,2,1,1,6,6.00,0,22,22.6,22.1,,87,
301,Mike Karney\KarnMi00,NOR,RB,26,16,9,0,0,0,0,0,11,17,1.55,2,19,13,78,6.00,0,22,34.5,28.0,,88,
302,Brooks Bollinger\BollBr00,MIN,QB,28,5,1,33,50,391,1,1,5,18,3.60,0,0,0,0,,0,21,24.9,21.4,,57,
303,Kerry Collins\CollKe00,TEN,QB,35,6,1,50,82,531,0,0,3,-3,-1.00,0,0,0,0,,0,21,23.4,19.9,,59,
304,Reggie Kelly\KellRe00,CIN,TE,30,15,15,0,0,0,0,0,0,0,,0,27,20,211,10.55,0,21,44.1,31.1,,47,
305,Matt Spaeth\SpaeMa00,PIT,TE,24,14,5,0,0,0,0,0,0,0,,0,6,5,34,6.80,3,21,26.4,23.9,,46,
306,Seneca Wallace\WallSe00,SEA,QB,27,10,0,19,28,215,2,1,4,17,4.25,0,3,2,47,23.50,0,21,23.5,22.0,,58,
307,Hank Baskett\BaskHa00,PHI,WR,25,16,0,0,0,0,0,0,0,0,,0,22,16,142,8.88,1,20,39.2,28.2,,112,
308,Tony Curtis\CurtTo00,DAL,TE,24,16,0,0,0,0,0,0,0,0,,0,3,3,18,6.00,3,20,22.8,21.3,,49,
309,De Dorsey\DorsDe00,CIN,RB,23,12,2,0,0,0,0,0,21,183,8.71,0,6,4,19,4.75,0,20,27.2,22.2,,90,
310,Anthony Fasano\FasaAn00,DAL,TE,23,16,5,0,0,0,0,0,0,0,,0,21,14,143,10.21,1,20,37.3,27.3,,48,
311,Garrett Wolfe\WolfGa00,CHI,RB,23,13,0,0,0,0,0,0,31,85,2.74,0,13,9,117,13.00,0,20,31.7,23.7,,89,
312,David Anderson\AndeDa01,HOU,WR,24,8,0,0,0,0,0,0,0,0,,0,17,12,131,10.92,1,19,33.6,24.1,,114,
313,Kyle Brady\BradKy00,NWE,TE,35,14,9,0,0,0,0,0,0,0,,0,16,9,70,7.78,2,19,28.0,23.5,,51,
314,John Broussard\BrouJo00,JAX,WR,24,8,0,0,0,0,0,0,0,0,,0,12,4,126,31.50,1,19,25.6,20.6,,115,
315,Ben Patrick\PatrBe00,ARI,TE,23,8,3,0,0,0,0,0,0,0,,0,12,7,73,10.43,2,19,26.3,22.8,,50,
316,Michael Robinson\RobiMi00,SFO,WR,24,15,1,0,0,0,0,0,26,121,4.65,0,13,11,73,6.64,0,19,32.9,23.9,,113,
317,B.J. Askew\AskeB.00,TAM,RB,27,13,9,0,0,0,0,0,0,0,,0,21,18,175,9.72,0,18,38.5,26.5,,91,
318,Tim Carter\CartTi00,CLE,WR,28,16,0,0,0,0,0,0,0,0,,0,22,8,117,14.63,1,18,28.7,21.7,,116,
319,Joel Dreessen\DreeJo00,HOU,TE,25,13,0,0,0,0,0,0,0,0,,0,6,4,55,13.75,2,18,21.5,19.5,,53,
320,Glenn Martinez\MartGl00,DEN,WR,26,12,1,0,0,0,0,0,0,0,,0,24,14,175,12.50,0,18,39.0,27.5,,117,
321,George Wrighster\WrigGe00,JAX,TE,26,11,6,0,0,0,0,0,0,0,,0,24,17,123,7.24,1,18,38.3,26.8,,52,
322,Aveion Cason\CasoAv00,DET,RB,28,12,0,0,0,0,0,0,11,38,3.45,0,16,14,129,9.21,0,17,32.7,21.7,,93,
323,Rashied Davis\DaviRa00,CHI,WR,28,16,1,0,0,0,0,0,0,0,,0,32,17,165,9.71,0,17,36.5,25.0,,118,
324,Priest Holmes\HolmPr00,KAN,RB,34,4,2,0,0,0,0,0,46,137,2.98,0,10,5,17,3.40,0,17,25.4,19.9,,92,
325,JaMarcus Russell\RussJa00,OAK,QB,22,4,1,36,66,373,2,4,5,4,0.80,0,0,0,0,,0,17,22.3,17.3,,60,
326,Matt Schobel\SchoMa00,PHI,TE,29,15,6,0,0,0,0,0,0,0,,0,21,11,108,9.82,1,17,30.8,22.3,,54,
327,Christian Fauria\FaurCh00,CAR,TE,36,15,4,0,0,0,0,0,0,0,,0,6,5,39,7.80,2,16,20.9,18.4,,56,
328,Bryan Fletcher\FletBr00,IND,TE,28,15,3,0,0,0,0,0,0,0,,0,27,18,143,7.94,0,16,37.3,25.3,,55,
329,Jerome Harrison\HarrJe00,CLE,RB,24,8,0,0,0,0,0,0,23,142,6.17,0,2,2,19,9.50,0,16,21.1,17.1,,94,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
330,John Madsen\MadsJo00,OAK,WR,24,16,3,0,0,0,0,0,0,0,,0,12,8,102,12.75,1,16,27.2,20.2,,119,
331,Mewelde Moore\MoorMe00,MIN,RB,25,12,0,0,1,0,0,0,20,113,5.65,0,8,6,48,8.00,0,16,24.6,18.1,,95,
332,Aaron Rodgers\RodgAa00,GNB,QB,24,2,0,20,28,218,1,0,7,29,4.14,0,0,0,0,,0,16,15.6,15.6,,61,
333,Todd Yoder\YodeTo00,WAS,TE,29,15,1,0,0,0,0,0,0,0,,0,12,7,97,13.86,1,16,22.7,19.2,,57,
334,Casey Fitzsimmons\FitzCa00,DET,RB,27,16,5,0,0,0,0,0,0,0,,0,10,8,85,10.63,1,15,28.5,24.5,,98,
335,Brandon Manumaleuna\ManuBr00,SDG,TE,27,16,12,0,0,0,0,0,0,0,,0,15,10,86,8.60,1,15,24.6,19.6,,58,
336,Travis Minor\MinoTr00,STL,RB,28,14,0,0,0,0,0,0,17,68,4.00,0,17,12,86,7.17,0,15,27.4,21.4,,97,
337,Antonio Pittman\PittAn00,STL,RB,22,11,0,0,0,0,0,0,38,139,3.66,0,9,3,15,5.00,0,15,21.4,16.9,,96,
338,Maurice Stovall\StovMa00,TAM,WR,22,15,1,0,0,0,0,0,0,0,,0,13,10,86,8.60,1,15,24.6,19.6,,120,
339,Richard Angulo\AnguRi00,JAX,TE,27,5,0,0,0,0,0,0,0,0,,0,9,8,81,10.13,1,14,22.1,18.1,,59,
340,Anthony Becht\BechAn00,TAM,TE,30,16,2,0,0,0,0,0,0,0,,0,7,5,20,4.00,2,14,19.0,16.5,,60,
341,Reche Caldwell\CaldRe00,WAS,WR,28,8,1,0,0,0,0,0,0,0,,0,22,15,141,9.40,0,14,32.1,21.6,,122,
342,Clifton Dawson\DawsCl00,2TM,RB,24,13,0,0,0,0,0,0,30,64,2.13,1,9,2,15,7.50,0,14,15.9,14.9,,99,
343,Greg Estandia\EstaGr01,JAX,TE,25,10,0,0,0,0,0,0,0,0,,0,16,9,136,15.11,0,14,25.6,18.1,,62,
344,Ben Hartsock\HartBe00,TEN,TE,27,16,9,0,0,0,0,0,0,0,,0,19,12,138,11.50,0,14,28.8,19.8,,61,
345,Sean Morey\MoreSe00,ARI,WR,31,15,0,0,0,0,0,0,1,13,13.00,0,17,8,131,16.38,0,14,25.4,18.4,,121,
346,Mark Bradley\BradMa00,CHI,WR,25,15,0,0,0,0,0,0,0,0,,0,17,6,71,11.83,1,13,19.1,16.1,,123,
347,Patrick Cobbs\CobbPa00,MIA,RB,24,14,0,0,0,0,0,0,15,47,3.13,1,6,2,20,10.00,0,13,14.7,13.7,,102,
348,Le'Ron McClain\McClLe00,BAL,RB,23,16,11,0,0,0,0,0,8,18,2.25,0,13,9,55,6.11,1,13,21.8,16.8,,100,
349,Brandon Middleton\MiddBr00,DET,WR,26,5,0,0,0,0,0,0,0,0,,0,10,8,70,8.75,1,13,21.0,17.0,,125,
350,Patrick Ramsey\RamsPa00,DEN,QB,28,2,0,29,48,262,1,1,2,6,3.00,0,0,0,0,,0,13,13.1,12.1,,62,
